CultCode,제목,장소,startDate,startTime,EndDate,EndTime,지하철
136673,공공미술 시민아이디어 구현 문화비축기지 <모래-시간> 시민개방,문화비축기지,2021-11-24,,2024-11-23,,"""월드컵경기장역"""
140411,메타버스 전시회 어비스 Abyss,"서울 중구 청계천로 24, B1",2022-09-23,11:00,2024-09-23,19:00,
144349,[서울기록원] 사진관 옆 현상소 展,서울기록원 2층 제3전시실,2022-10-07,10:00,2024-03-24,17:00,"""불광역"""
144861,[한강페스티벌 겨울축제] 2023 서울함공원 크리스마스 여행,서울함공원,2022-12-01,,2024-01-31,,
140393,"고희동미술관 재개관 3주년기념전시 「모던을 터치하다: 고희동, 근대회화의 선구자」",고희동미술관 (종로구 창덕궁5길 40),2022-12-27,10:00,2024-04-30,18:00,"""안국역"""
140577,"오늘은 어린이날, 소파 방정환의 이야기세상",국림민속박물관 어린이박물관 2층 상설전시2,2023-05-04,,2024-03-11,,"3호선 경복궁 (5번출구) , 5호선 광화문 (2번출구) 걸어서 15분"
143765,2023 서울우리소리박물관 특별전 [자장자장 도담도담],서울우리소리박물관 기획전시실,2023-05-05,09:00,2024-04-28,18:00,"""안국역"", ""종로3가역"""
141742,[서울시립미술관] 80 도시현실,서울시립미술관 서소문본관 2층 가나아트컬렉션전시실,2023-05-25,10:00,2024-08-04,20:00,"""시청역"", ""서대문역"", ""광화문역"""
141822,박노수미술관 개관 10주년 기념전시 [화필인생-박노수의 모던 타임즈],박노수미술관 (종로구 옥인1길 24),2023-05-26,10:00,2024-03-31,18:00,"""경복궁역"""
141856,권진규의 영원한 집,"서울시립 남서울미술관 1층 전시실, 자료실",2023-06-01,10:00,2024-12-31,20:00,"""사당역"""
142503,"우리가 만나던 그곳, 종로서적",서울역사박물관 공평도시유적전시관 기획전시실,2023-07-21,09:00,2024-03-17,18:00,"""광화문역"", ""서대문역"""
142544,"2023년 용산도시기억전시관 기획전시 [변화의 물결 속 용산, 1960~70년대 용산을 바라보다]","용산구 한강로 서빙고로17 용산센트럴파크 해링턴 스퀘어 공공시설동 1,2층 용산도시기억전시관",2023-07-27,10:00,2024-07-26,19:00,"""용산역"", ""신용산역"""
142854,[황학정국궁전시관] 활의 나라 : 다시 태어난 근대 활쏘기의 시작,황학정국궁전시관 (서울 종로구 사직로9길 15-32),2023-08-18,10:00,2024-12-31,17:00,"""경복궁역"""
143461,Design Dream Land: Fall in K-POP 디자인 드림 랜드,DDP 디자인랩 3층,2023-09-22,10:00,2024-04-30,20:00,"""동대문역사문화공원역"""
143844,헝가리 민족학박물관 국제교류전 [서울의 멋],헝가리 민족학박물관 기획전시실,2023-10-17,,2024-02-18,,"""광화문역"", ""서대문역"""
143711,[서울식물원] 보타닉 메이즈: 식물은 살아있다,"식물문화센터 2층, 프로젝트홀2",2023-10-19,10:00,2024-02-25,17:30,
143768,어린이 전시 [손길 모양],"서울시립 북서울미술관 B1 어린이갤러리 1, 2",2023-10-24,10:00,2024-05-05,20:00,"""하계역"", ""중계역"""
143938,"2023 유휴공간 프로젝트 [빛나는 방, 속삭이는 거울]",서울시립 북서울미술관 2층 로비,2023-10-31,10:00,2024-06-30,20:00,"""하계역"", ""중계역"""
143857,"[서울상상나라] 우리, 캠핑 가요!",서울상상나라 3층 문화놀이,2023-10-31,10:00,2024-12-31,18:00,"""어린이대공원역"", ""군자역"", ""아차산역"""
143923,[청계천박물관] 북둔도화北屯桃花: 성북천을 거닐다,청계천박물관 기획전시실,2023-11-02,09:00,2024-03-10,18:00,"""제기역"", ""왕십리역"", ""상왕십리역"", ""용두역"""
143796,[서울디자인재단] 워너브라더스 100주년 특별전,DDP 뮤지엄 전시1관(지하2층),2023-11-08,10:00,2024-03-31,20:00,"""동대문역사문화공원역"""
144749,2023년 [모두랑 중랑] 결과공유전시 - 중랑이 사라졌다,중랑아트센터 제2전시실,2023-11-08,10:00,2024-06-01,18:00,"""망우역"""
143875,[서울생활사박물관] 서울 외식 이야기-오늘 뭐 먹지?,서울생활사박물관 기획전시실,2023-11-10,09:00,2024-03-31,18:00,"""태릉입구역"""
143981,뮤지컬 [리진 : 빛의 여인],충무아트센터 중극장 블랙,2023-11-14,,2024-02-04,,"""신당역"", ""동대문역"""
144308,"이야기, 무대에 오르다-도서와 아카이브로 보는 공연예술",국립극장 공연예술박물관 기획전시실,2023-11-14,10:00,2024-03-31,18:00,"""동대입구역"""
144751,건축가의 관점들: 건축과 환경적 실험(Perspectives of Architects: Environmental Concerns),서울도시건축전시관(중구 세종대로 119),2023-11-14,18:00,2024-02-25,17:30,"""시청역"""
144278,유이치 히라코 [여행],스페이스K 서울,2023-11-16,10:00,2024-02-04,18:00,"""마곡역"""
143918,Stefan SAGMEISTER의 Now is Better(지금이 더 낫다),동대문디자인플라자(DDP) 잔디사랑방 & 잔디언덕,2023-11-17,10:00,2024-03-03,20:00,"""동대문역사문화공원역"""
143749,뮤지컬 [몬테크리스토],충무아트센터 대극장,2023-11-21,,2024-02-25,,"""신당역"", ""동대문역"""
144355,"[2023년 한양도성박물관 하반기 기획전] 훈국, 도성을 쌓다",한양도성박물관 기획전시실,2023-11-21,09:00,2024-03-17,18:00,"""동대문역"""
144821,2023 딜쿠샤 기증유물 기획전시 [테일러골동품점과 테일러상회],서울역사박물관 딜쿠샤,2023-11-21,09:00,2024-05-19,18:00,"""광화문역"", ""서대문역"""
144762,"2023 김근태기념도서관 민주화운동청년연합 창립 40주년 기억전 [이제 다시, 일어나]展",김근태기념도서관 전관,2023-11-22,09:00,2024-01-28,18:00,"""도봉산역"""
144130,[은평구청] 또 하나의 북한산 순수비,은평역사한옥박물관 기획전시실,2023-11-22,09:00,2024-04-14,18:00,"""연신내역"", ""구파발역"""
144249,[은평역사한옥박물관] 물질의 서사,삼각산금암미술관,2023-11-23,10:00,2024-02-29,18:00,"""연신내역"", ""구파발역"""
144222,2023 타이틀 매치 [이동기 vs. 강상우],"서울시립 북서울미술관 1, 2층",2023-11-23,10:00,2024-03-31,20:00,"""하계역"", ""중계역"""
144313,[돈의문박물관마을] 그림 소풍 展,돈의문박물관마을 온실,2023-11-24,10:00,2024-02-29,19:00,"""서대문역"""
143798,2023 세종미술관 기획전시 [필묵변혁-송수남 황창배],"세종미술관 1관,세종미술관 2관",2023-11-28,10:00,2024-01-14,19:00,"""광화문역"", ""경복궁역"""
144375,2023 아트서울 특별전 [조각의 시간:울림],세종문화회관 내.외부 공간,2023-11-28,10:00,2024-02-29,17:00,"""광화문역"", ""경복궁역"""
144494,[서울책보고] 헌책 기획 전시 장바구니 展,서울책보고,2023-11-28,11:00,2024-03-15,20:00,"""잠실나루역"""
144369,New Heritage 조명에 담긴 정성의 기록,DDP 뮤지엄 3F 둘레길갤러리,2023-11-30,10:00,2024-03-31,20:00,"""동대문역사문화공원역"""
145050,"[서울시] 해치마당 미디어월 'Hi, Ai!' 3회 전시 [Ai to Love]와 '해치를 찾아라'",광화문 광장 해치마당 경사로,2023-12-01,08:00,2024-01-31,22:00,"""경복궁역"", ""광화문역"""
144457,[서울역사박물관] 낙이망우 樂以忘憂 - 망우동 이야기,서울역사박물관 기획전시실A,2023-12-01,09:00,2024-03-31,18:00,"""광화문역"", ""서대문역"""
144566,[서울역사박물관] 이산가족의 날 국가기념일 지정 기념 - 다시 만날 그날까지,서울역사박물관 로비전시실,2023-12-05,09:00,2024-01-21,18:00,"""광화문역"", ""서대문역"""
144565,[서울역사박물관] 작은 전시 모란,서울역사박물관 상설전시 1존 '작은 전시실',2023-12-05,09:00,2024-02-18,18:00,"""광화문역"", ""서대문역"""
144480,[중랑문화재단] 중랑아트센터 실감미디어 상설전시 [중섭이 그린 사랑],중랑아트센터 실감전시실 1관,2023-12-06,10:00,2024-09-14,17:30,"""망우역"""
143690,서울시립미술관 [우리가 모여 산을 이루는 이야기],서울시립미술관 서소문본관 3층,2023-12-07,10:00,2024-03-03,20:00,"""시청역"", ""서대문역"", ""광화문역"""
144554,[서울아트책보고] 겨울 그림책 이야기,서울아트책보고 아트북 갤러리,2023-12-08,11:00,2024-03-03,20:00,"""구일역"""
144465,"[2023 돈의문박물관마을 사진 기획전] 지금 이 순간, 돈의문박물관마을 展","돈의문박물관마을 스튜디오 1, 2층",2023-12-09,10:00,2024-04-30,19:00,"""서대문역"""
144647,2024 한글일일달력전,세종이야기전시장,2023-12-12,,2024-01-08,,"""광화문역"", ""경복궁역"""
144543,[구로문화재단] 한지 : 끈질긴 윤기,갤러리 구루지,2023-12-13,10:00,2024-01-13,18:00,"""대림역"""
144229,[서울시립미술관] 구본창의 항해,서울시립미술관 서소문본관,2023-12-14,10:00,2024-03-10,20:00,"""시청역"", ""서대문역"", ""광화문역"""
144323,2023 서울윈터페스타,"광화문광장, 청계천 등",2023-12-15,,2024-01-21,,"""경복궁역"", ""광화문역"""
144787,2023 아트서울특별전 [조각의 시간:흐름],노들섬 일대,2023-12-15,,2024-02-29,,"""용산역"", ""신용산역"", ""노들역"""
144571,아뜰리에광화 : 드랍더빛,야외전시,2023-12-15,,2024-03-31,,"""광화문역"", ""경복궁역"""
144555,[서울역사박물관] 임인식 기증유물특별전 [그때 그 서울],서울역사박물관 기획전시실B,2023-12-15,09:00,2024-03-10,18:00,"""광화문역"", ""서대문역"""
144606,김정아 작가 개인전 [UPCOMING PAST: Wanderlust Collection],앤스카페(NsCafe),2023-12-15,09:30,2024-01-17,08:00,"""사당역"""
144520,[서울공예박물관] 시민소통 공예프로그램 공예@쇼윈도 #6 [옹기와 숨ː],서울공예박물관 전시3동 1층 쇼윈도,2023-12-15,10:00,2024-03-03,18:00,"""안국역"""
144316,DDP 오픈큐레이팅 vol.31 [상실의 기록 - 소생하는 기억의 틈]展,DDP 갤러리문,2023-12-15,10:00,2024-03-31,20:00,"""동대문역사문화공원역"""
144557,2024 delight Seoul [딜라이트 서울],갤러리광화,2023-12-15,10:00,2024-04-30,19:30,"""광화문역"", ""종각역"", ""경복궁역"""
144765,상상 톡톡 미술관 청년작가전 fuse,북서울꿈의숲 상상톡톡미술관,2023-12-15,10:00,2024-12-21,18:00,
144547,임수진 개인전 : 밤과 흰  눈,아르떼케이,2023-12-15,10:30,2024-01-05,18:30,"""압구정로데오역"""
144412,2023 송현동 솔빛축제,열린송현 녹지광장,2023-12-15,11:00,2024-01-21,22:00,"""안국역"""
144312,[서울시청] 2023 서울라이트 광화문,광화문 및 광화문광장 육조마당,2023-12-15,18:00,2024-01-21,22:00,"""경복궁역"", ""광화문역"""
144266,2023 광화문광장 마켓,광화문광장,2023-12-15,18:00,2024-01-21,22:00,"""경복궁역"", ""광화문역"""
144265,2023 서울빛초롱축제,"광화문광장, 청계광장/청계천, 서울광장",2023-12-15,18:00,2024-01-21,20:00,"""경복궁역"", ""광화문역"""
144562,2023 공공미술 수변갤러리 프로젝트 [싱싱겨울],잠원한강공원 다목적운동장,2023-12-16,,2024-01-07,,"""신사역"", ""압구정역"""
144502,[서울공예박물관] 2023 KZ 프로젝트 [만년사물],서울공예박물관 전시1동 3층,2023-12-19,10:00,2024-03-10,18:00,"""안국역"""
144408,정현 개인전 [덩어리],서울시립 남서울미술관 1층 야외 서울시립 남서울미술관 2층 전시실,2023-12-20,,2024-03-17,,"""사당역"""
144744,"무계원 종로모던 展 [변화의 시작, 종로모던을 기록하다]",무계원 무계원 행랑채 (서울시 종로구 창의문로 5가길 1),2023-12-20,10:00,2024-03-31,17:00,"""경복궁역"", ""광화문역"""
144596,"2023년 관악 우수창작 문화콘텐츠 지원사업 [관희씨를 찾습니다 시즌3] 성과공유회 '찾았다, 관희씨!'",관악아트홀 전시실,2023-12-21,,2024-01-06,,"""서울대입구역"", ""신림역"""
144856,박미나와 Sasa[44]의 참고문헌 열람실,서울시립 미술아카이브 모음동 2층 라운지 2,2023-12-21,,2024-03-31,,"""경복궁역"", ""길음역"""
144602,[서울시립 미술아카이브] 이력서: 박미나와 Sasa[44],"서울시립 미술아카이브 모음동 전시실 1·2, A 라운지",2023-12-21,,2024-03-31,,"""경복궁역"", ""길음역"""
144522,[서울디자인재단] DDP 45133,DDP 디자인랩 3층 디자인쇼룸,2023-12-21,10:00,2024-11-30,20:00,"""동대문역사문화공원역"""
144679,"[예술의전당] 두들팝ver.2, 폴리팝",예술의전당 자유소극장,2023-12-21,11:00,2024-01-21,14:00,"""남부터미널역"""
144153,서울라이트 DDP 2023 겨울,"어울림광장, 디자인거리 등 야외",2023-12-21,18:00,2024-01-01,22:00,"""동대문역사문화공원역"""
144664,2023 서울로미디어캔버스 4회전시,서울로미디어캔버스 (서울시 중구 만리재로 215),2023-12-21,18:00,2024-03-19,23:00,"""충정로역"", ""서울역"""
144639,뮤지컬 [달 샤베트],강동아트센터 소극장 드림,2023-12-22,,2024-01-14,,"""고덕역"""
144748,[강동문화재단] 파사드 벌룬아트 [별 품은 청룡] 야외전시,강동아트센터 피사드 옥상,2023-12-22,,2024-06-30,,"""고덕역"""
144702,Re; turn : 가로와 세로를 이어서,슈페리어갤러리,2023-12-22,10:00,2024-01-02,19:00,"""삼성역"""
145016,"[DDP] Wellness in SEOUL, ReSaltZ",DDP 비더비 브랜드 라운지,2023-12-22,12:00,2024-02-25,20:00,"""동대문역사문화공원역"""
144786,제3회 양천 빛축제 [비체나라 페스티벌],오목공원 / 연의공원,2023-12-22,18:00,2024-02-29,22:00,"""오목교역"""
144423,가족뮤지컬 [토닥토닥 꼬모 - 숲 속 캠핑놀이],성수아트홀,2023-12-23,,2024-01-28,,"""뚝섬역"""
144795,[서울의 공원] 월드컵 억새풀 용가족 전시,월드컵공원(평화의공원 유니세프광장),2023-12-23,,2024-02-18,,"""월드컵경기장역"""
144763,서울시립과학관 2023년 특별기획전 [I And AI Everywhere],서울시립과학관 메이커스튜디오,2023-12-27,12:00,2024-04-21,17:30,"""하계역"""
144747,성동문화재단X주한리스트헝가리문화원 협력전시 [마커스 골드선 개인전] 부다페스트 그림일기,소월아트홀 소월전시실,2023-12-28,10:00,2024-01-18,18:00,"""왕십리역"""
144752,건축가 7인의 생각 - 서리풀 보이는 수장고 설계공모 전시,서울도시건축전시관(중구 세종대로 119),2023-12-28,18:00,2024-01-27,17:30,"""시청역"""
144741,서울의 내일을 만들다 - 미래세대 건축가들의 집단 비전,서울도시건축전시관(중구 세종대로 119),2023-12-29,,2024-02-25,,"""시청역"""
144680,2023 서울콘(SEOULCon),동대문디자인플라자(DDP),2023-12-30,,2024-01-01,,"""동대문역사문화공원역"""
144667,2023 서울콘 X WORLD K-POP FESTIVAL - COUNTDOWN,동대문디자인플라자(DDP) 아트홀 1관,2023-12-31,,2024-01-01,,"""동대문역사문화공원역"""
144256,서울라이트 DDP: DDP 새해맞이 카운트다운,23. 12. 31.(일) 23:00pm ~ 24. 1. 1.(월) 01:30am,2023-12-31,,2024-01-01,,"""동대문역사문화공원역"""
144701,2023 제야의종.새해맞이 카운트 다운 행사,보신각~세종대로,2023-12-31,23:00,2024-01-01,01:00,"""종각역"""
146239,"[서울시립미술관 백남준기념관] 내일, 세상은 아름다울 것이다",SeMA 백남준기념관,2024-01-01,,2024-12-31,,"""동묘앞역"", ""동대문역"""
145251,[서울시립 미술아카이브] 2024 SeMA-프로젝트 A,서울시립 미술아카이브 배움동 1층 서울시립 미술아카이브 나눔동 1층 서울시립 미술아카이브 모음동 2층 옥상정원 서울시립 미술아카이브 모음동 3층 옥상정원 서울시립 미술아카이브 모음동 4층 옥상정원,2024-01-01,,2024-12-31,,"""경복궁역"", ""길음역"""
146294,[서울역사박물관] 도시모형영상관,서울역사박물관,2024-01-01,09:00,2024-12-31,18:00,"""광화문역"", ""서대문역"""
146293,[서울역사박물관] 대한민국 수도 서울(상설전시 4존),서울역사박물관,2024-01-01,09:00,2024-12-31,18:00,"""광화문역"", ""서대문역"""
146292,[서울역사박물관] 일제 강점기의 서울(상설전시 3존),서울역사박물관,2024-01-01,09:00,2024-12-31,18:00,"""광화문역"", ""서대문역"""
146291,"[서울역사박물관] 개항, 대한제국기의 서울 (상설전시 2존)",서울역사박물관,2024-01-01,09:00,2024-12-31,18:00,"""광화문역"", ""서대문역"""
146290,[서울역사박물관] 조선시대의 서울 (상설전시 1존),서울역사박물관,2024-01-01,09:00,2024-12-31,18:00,"""광화문역"", ""서대문역"""
146300,[세종충무공이야기] 충무공이야기,세종충무공이야기,2024-01-01,10:00,2024-12-31,18:30,"""광화문역"""
146299,[세종충무공이야기] 세종이야기,세종충무공이야기,2024-01-01,10:00,2024-12-31,18:30,"""광화문역"""
144735,매거진 라이브러리: 기록에 머물다,DDP 디자인랩(살림터) 3층 매거진 라이브러리,2024-01-01,10:00,2024-12-31,20:00,"""동대문역사문화공원역"""
144733,동대문 역사관,"2호선 동대문역사문화공원 1번, 2번 출구 / 4호선 동대문역 7번 출구",2024-01-01,10:00,2024-12-31,18:00,"""동대문역사문화공원역"""
144731,동대문운동장 기념관,"2호선 동대문역사문화공원 1번, 2번 출구 / 4호선 동대문역 7번 출구",2024-01-01,10:00,2024-12-31,18:00,"""동대문역사문화공원역"""
150263,[DDP] 테테루뮤지엄 홀로그램 전시관,"DDP디자인랩 1층 C5호, C6호",2024-01-01,11:00,2024-12-31,17:00,"""동대문역사문화공원역"""
144577,김현정 바이올린 독주회,세종체임버홀,2024-01-02,,2024-01-02,,"""광화문역"", ""경복궁역"""
144453,권석준 호른 독주회,세종문화회관 꿈의숲 아트센터 콘서트홀(서울 강북구 번동 월계로),2024-01-02,,2024-01-02,,
144815,[도봉문화재단] 쌍문채움도서관 북카페 갤러리 [에드가 드가],쌍문채움도서관 1층 북카페 갤러리,2024-01-02,,2024-03-31,,"""쌍문역"""
144824,[웨이브 2023 앵콜 전시] 김가현 [안녕! 서울],서울시청 시민청 B1 담벼락미디어,2024-01-02,09:00,2024-03-31,09:00,"""시청역"", ""을지로입구역"""
144703,오주영 조연찬 이윤수 이현지 단체전 [일상생활 失像省滑],아텔 공간 내부,2024-01-02,11:00,2024-01-07,19:00,"""성신여대입구역"""
144578,오해랑 귀국 첼로 독주회,세종체임버홀,2024-01-03,,2024-01-03,,"""광화문역"", ""경복궁역"""
144750,[세종뮤지엄갤러리] 윤경 기획초대전,세종대학교 대양 AI센터 지하 2층,2024-01-03,09:00,2024-01-14,17:00,"""어린이대공원역"""
144832,[문화실험공간 호수] 신진예술가 공모 전시 연결 사회 connect society,문화실험공간 호수,2024-01-03,10:00,2024-02-08,18:00,"""잠실역"""
144742,[구로구립 궁동어린이도서관] 상반기(1~6월) 북큐레이션 : 온 세상이 과학이야,궁동어린이도서관 1층 휴게공간,2024-01-03,10:00,2024-06-30,18:00,"""온수역"""
144579,권현진 피아노 독주회,세종체임버홀,2024-01-04,,2024-01-04,,"""광화문역"", ""경복궁역"""
144581,소프라노 이정민 독창회,세종체임버홀,2024-01-05,,2024-01-05,,"""광화문역"", ""경복궁역"""
144580,2024 서울시향 신년 음악회,세종대극장,2024-01-05,,2024-01-05,,"""광화문역"", ""경복궁역"""
144755,Exhibition Hello 2024,서울시 서대문구 이화여대 2가길 24 2층,2024-01-05,,2024-01-14,,"""이대역"""
144704,가족뮤지컬 [겨울 이불],꿈의숲 퍼포먼스홀,2024-01-05,,2024-02-18,,
145119,[강서구청] [기획전] 필(筆)+묵(墨) 사유하는 실천,"겸재정선미술관 제 1, 2 기획전시실",2024-01-05,10:00,2024-03-03,18:00,"""양천향교역"", ""발산역"""
144609,청룡합창단 제49회 정기연주회,꿈의숲 콘서트홀,2024-01-06,,2024-01-06,,
144608,"피아니스트 노선주, 이정은 듀오 리사이틀",세종체임버홀,2024-01-06,,2024-01-06,,"""광화문역"", ""경복궁역"""
144607,제15기 시민연극교실,세종S씨어터,2024-01-06,,2024-01-07,,"""광화문역"", ""경복궁역"""
144610,2024 이루마 월드투어 in 서울,세종대극장,2024-01-07,,2024-01-07,,"""광화문역"", ""경복궁역"""
144611,박민 바이올린 독주회,세종체임버홀,2024-01-08,,2024-01-08,,"""광화문역"", ""경복궁역"""
144968,강형구 화백 [시대의 초상 전],건설회관 1층 로비,2024-01-08,09:00,2024-03-08,18:00,"""학동역"""
144612,바이올리니스트 김연경 귀국 독주회,세종체임버홀,2024-01-09,,2024-01-09,,"""광화문역"", ""경복궁역"""
144961,2024 운현궁 신년맞이 세화전,운현궁 기획전시실,2024-01-09,,2024-02-09,,"""안국역"""
144822,[웨이브 2023 앵콜 전시] 신미정,서울시청 시민청 지하1층 소리갤러리,2024-01-09,09:00,2024-03-31,09:00,"""시청역"", ""을지로입구역"""
144777,Dakeofff 개인전 [Dakeofff room],아텔 내부,2024-01-09,11:00,2024-01-14,19:00,"""성신여대입구역"""
144613,김재한 트롬본독주회,세종체임버홀,2024-01-10,,2024-01-10,,"""광화문역"", ""경복궁역"""
144954,[서울생활문화센터서교] 먹색향기전,서울생활문화센터 서교 스퀘어,2024-01-10,,2024-02-14,,"""합정역"""
144582,2024 서울 아시테지 겨울축제 [푹 하고 들어갔다가 푸 하고 솟아오르는],아이들극장,2024-01-10,11:00,2024-01-12,15:00,"""한성대입구역"", ""혜화역"""
144846,"노경화, 최미정 2인전 [잔잔하게 일렁이는 호수같이]",갤러리자유/ 카페더브레이브,2024-01-10,13:00,2024-02-04,19:00,"""녹사평역"""
144614,OPUS Chamber Society 창단음악회,세종체임버홀,2024-01-11,,2024-01-11,,"""광화문역"", ""경복궁역"""
144839,민효인 피아노 독주회,세종체임버홀,2024-01-12,,2024-01-12,,"""광화문역"", ""경복궁역"""
144615,Ensemble Playlist,꿈의숲 콘서트홀,2024-01-12,,2024-01-12,,
144723,[강동문화재단] 영원한 빛의 화가 모네와 인상주의 레플리카展,강동아트센터 아트랑(1~3층),2024-01-12,10:00,2024-03-12,18:00,"""고덕역"""
144776,윤위동: MONOLOGUE,서울 강남구 언주로172길 24 2층 아르떼케이,2024-01-12,10:30,2024-01-31,18:30,"""압구정로데오역"""
144618,2024 그린필오케스트라 정기연주회,꿈의숲 콘서트홀,2024-01-13,,2024-01-13,,
144617,앙상블 콘사노 서울 신년음악회,세종체임버홀,2024-01-13,,2024-01-13,,"""광화문역"", ""경복궁역"""
144616,PITTA 강형호 콘서트: SURVIVAL,세종대극장,2024-01-13,,2024-01-14,,"""광화문역"", ""경복궁역"""
144719,클래식 콘서트 in 성수 [윈터 원더랜드 : 피아노 오디세이 Winter Wonderland: A Piano Odyssey],서울숲 STUDIO301,2024-01-13,,2024-02-10,,"""서울숲역"", ""뚝섬역"""
144841,이계진 개인전 [순간 포착 : 삶의 현장],관천로 문화플랫폼 S1472,2024-01-13,10:00,2024-03-03,21:00,"""신림역"""
144714,"제3회 GPD FOUNDATION 예술뉴런-뮤지카 WITH 권은비, 프라우드먼",상명아트센터 계당홀,2024-01-13,15:00,2024-01-13,17:40,
144619,2024 아마추어 콩쿠르 위너와 함께하는 피아노 박사 샵 신년음악회,꿈의숲 콘서트홀,2024-01-14,,2024-01-14,,
144570,가족뮤지컬 [슈퍼클로젯],세종M씨어터,2024-01-14,,2024-03-17,,"""광화문역"", ""경복궁역"""
144620,전현정 피아노 독주회,세종체임버홀,2024-01-15,,2024-01-15,,"""광화문역"", ""경복궁역"""
144621,최예인 피아노 독주회,세종체임버홀,2024-01-16,,2024-01-16,,"""광화문역"", ""경복궁역"""
144931,백인제가옥의 사계절…포토이벤트 사진전,백인제가옥 사랑채 마당,2024-01-16,,2024-02-25,,"""안국역"""
144623,플루티스트 강초롱 파가니니 카프리스 전곡 시리즈 I,세종체임버홀,2024-01-17,,2024-01-17,,"""광화문역"", ""경복궁역"""
144622,뮤지컬 라스트 파이브 이어스,세종S씨어터,2024-01-17,,2024-04-07,,"""광화문역"", ""경복궁역"""
144879,[세종뮤지엄갤러리] 석은정 초대전,세종대학교 대양AI센터B2 세종뮤지엄갤러리,2024-01-17,09:00,2024-02-04,17:00,"""어린이대공원역"""
144899,두산아트랩 전시 2024,"두산갤러리, 서울 종로구 종로33길 15 두산아트센터 1층",2024-01-17,11:00,2024-02-24,19:00,"""종로5가역"""
144764,가족들과 함께 보는 인형극 [그의 하루],대학로 자유극장,2024-01-17,19:30,2024-01-17,,"""혜화역"""
144624,소프라노 배보람 독창회,세종체임버홀,2024-01-18,,2024-01-18,,"""광화문역"", ""경복궁역"""
143909,마포아트센터 M 레트로 시리즈 2024 신년맞이 어떤가요 #7 [다짐],마포아트센터 아트홀 맥,2024-01-18,,2024-01-18,,"""대흥역"", ""이대입구역"""
144844,[중랑문화재단] LOVE.BELIEVE.HOPE,중랑아트센터 제1전시실,2024-01-18,10:00,2024-01-18,18:00,"""망우역"""
144796,[서울남산국악당] 국악가족극 1 : 똥벼락,서울남산국악당,2024-01-18,15:00,2024-01-27,,"""충무로역"""
144642,[서초문화재단] 서리풀 스크린 클래식 [2024 빈 필하모닉 신년음악회],반포심산아트홀,2024-01-18,19:30,2024-01-18,,
144650,2024 강북문화재단 신년음악회 [한빛예술단＆베이스 구본수],강북문화예술회관 강북진달래홀,2024-01-19,,2024-01-19,,"""수유역"""
144625,전미미 피아노 독주회,세종체임버홀,2024-01-19,,2024-01-19,,"""광화문역"", ""경복궁역"""
145087,[뮤지엄웨이브] 팝 스트리트 66전,뮤지엄웨이브,2024-01-19,10:00,2024-03-03,18:00,"""한성대입구역"""
144626,라규미 귀국 피아노 독주회,세종체임버홀,2024-01-20,,2024-01-20,,"""광화문역"", ""경복궁역"""
144792,만화의집 x 한국예술종합학교 애니메이션과 제 24회 정기/졸업작품 전시 상영회,서울애니메이션센터 만화의집,2024-01-20,10:00,2024-01-26,20:00,"""명동역"""
144929,[성동문화재단] 방영숭 개인전 (피안(彼岸)으로 간 우주인),왕십리 갤러리허브,2024-01-20,10:00,2024-02-02,18:00,"""왕십리역"""
144858,서리풀청년아트갤러리 1월 대관전시 [바다가 싱거울 때],서리풀청년아트갤러리,2024-01-20,11:00,2024-02-03,19:00,"""남부터미널역"""
144848,2024 강서아트리움 신년음악회 가곡 스토리,강서아트리움,2024-01-20,15:00,2024-01-20,,"""화곡역"""
144746,[성동문화재단] 2024 성동구민과 함께하는 신년 음악회,소월아트홀,2024-01-20,17:00,2024-01-20,,"""왕십리역"""
144599,[광진문화재단] 2024 광진문화재단 신년음악회,나루아트센터 대공연장,2024-01-20,19:00,2024-01-20,,"""건대입구역"""
144415,뮤지컬 [내 친구 워렌버핏],종로 아이들극장,2024-01-21,,2024-02-18,,"""한성대입구역"", ""혜화역"""
144904,최고은 피아노 독주회,세종체임버홀,2024-01-22,,2024-01-22,,"""광화문역"", ""경복궁역"""
144745,[강남문화재단] 강남심포니오케스트라 제102회 정기연주회,롯데콘서트홀,2024-01-23,,2024-01-23,,"""잠실역"""
144955,[한성백제박물관] 2024 설날 박물관 큰잔치,한성백제박물관 광장 및 로비,2024-01-23,10:00,2024-02-12,17:00,"""한성백제역"", ""몽촌토성역"", ""올림픽공원역"""
144875,몰입의 온도 : SSWU BOM 8기,아텔 내부,2024-01-23,11:00,2024-01-30,19:00,"""성신여대입구역"""
144895,[돌곶이생활예술문화센터] 갑진 돌곶이 음악살롱,돌곶이생활예술문화센터 1층 라운지(성북구 화랑로32길 100-1),2024-01-23,19:30,2024-01-23,21:00,"""돌곶이역"""
144905,피아니스트 노선영 독주회,세종체임버홀,2024-01-24,,2024-01-24,,"""광화문역"", ""경복궁역"""
144627,박성미 피아노 독주회,꿈의숲 콘서트홀,2024-01-24,,2024-01-24,,
144896,[영등포문화재단] 아텍웨이브 / 리빙페어 STATION Y - 2401240204,영등포구 문래동 경인로77가길 7,2024-01-24,,2024-02-04,,
144322,[세종문화회관] 2024 뮤지컬 노트르담 드 파리 - 한국어버전,세종대극장,2024-01-24,,2024-03-24,,"""광화문역"", ""경복궁역"""
